job_id,title,seniority,company,industry,location,posted_date,listing_age_days,salary_missing,repost_count,role_recycling_score,hiring_velocity,open_close_ratio,listing_longevity_ratio,closure_ratio,engagement_latency,status,is_ghost,source,listing_age_days,listing_longevity_ratio,salary_missing,repost_count,role_recycling_score,hiring_velocity,open_close_ratio
87181B75,ML Engineer,Senior,Echo Innovations,Education,"Seattle, WA",03-10-2025,148,1,3,0.8805,3.92,23.5,4.9333,0.184997777,20,open,1,synthetic,148,4.9333,1,3,0.8805,3.92,23.5
4FC24C6E,Site Reliability Engineer,Junior,Orion Works,Retail,"Chicago, IL",26-02-2026,2,0,0,0.2969,1.08,1.8571,0.0667,0.5385,3,closed,0,synthetic,2,0.0667,0,0,0.2969,1.08,1.8571
0D62C886,Data Analyst,Mid-level,Meridian Collective,Retail,"Toronto, CA",20-03-2025,345,0,7,0.8179,2.83,17.0,11.5,0.0588,45,closed,1,synthetic,345,11.5,0,7,0.8179,2.83,17.0
E5FC6219,Business Analyst,Lead,Stellar Global,Consulting,"Atlanta, GA",04-02-2026,24,0,1,0.0819,1.17,0.7368,0.8,1.0,7,closed,0,synthetic,24,0.8,0,1,0.0819,1.17,0.7368
6C1F3632,Scrum Master,Lead,Synapse Global,Media,"Miami, FL",26-12-2025,64,1,9,0.7367,2.75,16.5,2.1333,0.0606,19,open,1,synthetic,64,2.1333,1,9,0.7367,2.75,16.5
9BCD09A5,Sales Executive,Senior,Quark Works,Retail,"Boston, MA",27-02-2026,1,1,0,0.1619,1.08,0.8125,0.0333,1.0,4,open,0,synthetic,1,0.0333,1,0,0.1619,1.08,0.8125
606CE2BE,HR Generalist,Junior,Ridge Works,Logistics,"Berlin, DE",26-02-2026,2,0,0,0.0361,0.25,0.1765,0.0667,1.0,5,open,0,synthetic,2,0.0667,0,0,0.0361,0.25,0.1765
44CE4097,ML Engineer,Intern,Prism Innovations,Retail,"Chicago, IL",14-09-2025,167,0,9,0.7716,2.67,8.0,5.5667,0.125,20,open,1,synthetic,167,5.5667,0,9,0.7716,2.67,8.0
6DC77C89,Frontend Developer,Senior,Vector Global,Technology,"Chicago, IL",25-02-2026,3,0,1,0.3344,0.33,0.1818,0.1,1.0,6,closed,0,synthetic,3,0.1,0,1,0.3344,0.33,0.1818
4CB15587,Frontend Developer,Junior,Grid Systems,Retail,"New York, NY",22-06-2025,251,1,6,0.768,1.67,40.0,8.3667,0.0,22,open,1,synthetic,251,8.3667,1,6,0.768,1.67,40.0
B034A6D2,Site Reliability Engineer,Principal,Cascade Innovations,Technology,Remote,25-02-2026,3,0,0,0.3248,1.67,3.3333,0.1,0.3,1,closed,0,synthetic,3,0.1,0,0,0.3248,1.67,3.3333
560CF8FC,DevOps Engineer,Director,Quark Systems,Education,"Atlanta, GA",26-01-2026,33,0,1,0.0694,1.0,1.3333,1.1,0.75,10,open,0,synthetic,33,1.1,0,1,0.0694,1.0,1.3333
8B4A934F,Scrum Master,Principal,Catalyst Group,Technology,"Austin, TX",28-01-2026,31,0,0,0.2573,0.92,0.8462,1.0333,1.0,8,closed,0,synthetic,31,1.0333,0,0,0.2573,0.92,0.8462
D13532CF,Financial Analyst,Intern,Catalyst Studio,Logistics,Remote,02-10-2025,149,0,12,0.9067,2.67,32.0,4.9667,0.0312,14,open,1,synthetic,149,4.9667,0,12,0.9067,2.67,32.0
CC9D14BF,Technical Lead,Senior,Cascade Technologies,Media,"Seattle, WA",15-04-2025,319,0,10,0.693,1.75,21.0,10.6333,0.0476,22,open,1,synthetic,319,10.6333,0,10,0.693,1.75,21.0
6A6A0C60,Marketing Manager,Junior,Meridian Group,Logistics,"Toronto, CA",30-12-2025,60,1,3,0.9666,3.25,19.5,2.0,0.0513,10,open,1,synthetic,60,2.0,1,3,0.9666,3.25,19.5
85F5928B,HR Generalist,Principal,Vertex Partners,Logistics,"Dallas, TX",01-02-2026,27,0,0,0.2723,0.83,1.6667,0.9,0.6,2,closed,0,synthetic,27,0.9,0,0,0.2723,0.83,1.6667
CF9A24E2,Financial Analyst,Senior,Pinnacle Studio,Consulting,"Berlin, DE",14-07-2025,229,0,4,0.8727,4.5,18.0,7.6333,0.0556,24,open,1,synthetic,229,7.6333,0,4,0.8727,4.5,18.0
9B373332,Sales Executive,Lead,Flux Studio,Finance,"Miami, FL",08-02-2026,20,0,1,0.1737,1.0,1.5,0.6667,0.6667,3,closed,0,synthetic,20,0.6667,0,1,0.1737,1.0,1.5
AB654F08,Backend Developer,Intern,Ionic Group,Finance,"Miami, FL",10-02-2026,18,0,1,0.1567,0.33,0.25,0.6,1.0,4,open,0,synthetic,18,0.6,0,1,0.1567,0.33,0.25
B7EFF3CF,Backend Developer,Junior,Axiom Works,Logistics,"Dallas, TX",10-04-2025,324,0,5,0.8174,4.42,17.6667,10.8,0.0566,18,open,1,synthetic,324,10.8,0,5,0.8174,4.42,17.6667
ACF3FA3F,QA Engineer,Intern,Synapse Global,Media,"Toronto, CA",25-06-2025,248,0,9,0.9908,3.33,13.3333,8.2667,0.075,41,open,1,synthetic,248,8.2667,0,9,0.9908,3.33,13.3333
A83830C7,Site Reliability Engineer,Junior,Nexus Dynamics,Media,"Austin, TX",22-08-2025,190,1,6,0.8755,4.33,52.0,6.3333,0.0192,34,open,1,synthetic,190,6.3333,1,6,0.8755,4.33,52.0
22BCC54F,Sales Executive,Intern,Nexus Dynamics,Media,"Austin, TX",29-10-2025,122,1,7,0.7846,3.33,80.0,4.0667,0.063886372,19,open,1,synthetic,122,4.0667,1,7,0.7846,3.33,80.0
DB3F3D37,Security Engineer,Senior,Ridge Systems,Retail,"Denver, CO",27-01-2026,32,0,0,0.0064,0.42,0.4545,1.0667,1.0,5,closed,0,synthetic,32,1.0667,0,0,0.0064,0.42,0.4545
096F50D1,Data Engineer,Intern,Monolith Consulting,Finance,"Dallas, TX",30-01-2026,58,0,3,0.257257704,0.5,0.2609,1.9333,1.0,8,open,0,synthetic,58,1.9333,0,3,0.257257704,0.5,0.2609
1492085D,Data Scientist,Principal,Neon Partners,Healthcare,"Phoenix, AZ",23-04-2025,311,1,3,0.9514,2.92,17.5,10.3667,0.184078739,34,open,1,synthetic,311,10.3667,1,3,0.9514,2.92,17.5
A45A4C76,QA Engineer,Intern,Stellar Ventures,Finance,"Atlanta, GA",25-02-2026,3,0,1,0.2241,1.67,2.0,0.1,0.5,6,open,0,synthetic,3,0.1,0,1,0.2241,1.67,2.0
75C97810,Technical Lead,Principal,Helix Intelligence,Retail,"Miami, FL",09-02-2026,19,0,1,0.009,1.58,1.5833,0.6333,0.6316,8,closed,0,synthetic,19,0.6333,0,1,0.009,1.58,1.5833
6FBFAFAF,Site Reliability Engineer,Intern,Helix Ventures,Retail,"Chicago, IL",18-01-2026,41,0,1,0.2937,1.17,1.4,1.3667,0.7143,2,closed,0,synthetic,41,1.3667,0,1,0.2937,1.17,1.4
C687A4BF,Platform Engineer,Senior,Cascade Works,Logistics,"Miami, FL",20-12-2025,70,0,3,0.9639,1.67,10.0,2.3333,0.1,15,open,1,synthetic,70,2.3333,0,3,0.9639,1.67,10.0
855CDBD8,Data Analyst,Junior,Prism Analytics,Education,"Seattle, WA",16-02-2026,12,0,0,0.2834,0.58,0.5833,0.4,1.0,6,open,0,synthetic,12,0.4,0,0,0.2834,0.58,0.5833
E281BE5D,Scrum Master,Lead,Helix Studio,Media,"Phoenix, AZ",26-01-2026,33,0,1,0.3173,1.58,1.3571,1.1,0.7368,8,closed,0,synthetic,33,1.1,0,1,0.3173,1.58,1.3571
66175266,HR Generalist,Principal,Pulse Collective,Manufacturing,"Dallas, TX",12-07-2025,231,1,9,0.8103,3.0,18.0,7.7,0.0556,18,open,1,synthetic,231,7.7,1,9,0.8103,3.0,18.0
5815A1CE,DevOps Engineer,Senior,Neon Partners,Healthcare,"Berlin, DE",28-08-2025,184,0,3,0.9198,4.33,17.3333,6.1333,0.0577,25,open,1,synthetic,184,6.1333,0,3,0.9198,4.33,17.3333
B0D641E8,DevOps Engineer,Intern,Helix Networks,Consulting,"Los Angeles, CA",16-02-2026,12,0,1,0.0006,1.58,1.7273,0.4,0.5789,8,closed,0,synthetic,12,0.4,0,1,0.0006,1.58,1.7273
890FEF47,Frontend Developer,Intern,Catalyst Capital,Retail,"Boston, MA",17-02-2026,11,1,1,0.0461,1.42,1.4167,0.3667,0.7059,7,closed,0,synthetic,11,0.3667,1,1,0.0461,1.42,1.4167
1B4A7C8B,Scrum Master,Principal,Axiom Studio,Technology,"Chicago, IL",06-10-2025,145,0,4,0.7956,4.92,112.0,4.8333,0.0,40,open,1,synthetic,145,4.8333,0,4,0.7956,4.92,112.0
B934C3F5,Security Engineer,Junior,Nexus Dynamics,Media,"Austin, TX",01-08-2025,211,1,5,0.6749,2.67,8.0,7.0333,0.125,39,open,1,synthetic,211,7.0333,1,5,0.6749,2.67,8.0
29834DD9,Data Engineer,Principal,Orion Networks,Media,"Atlanta, GA",13-06-2025,260,1,5,0.8752,4.92,112.0,8.6667,0.0,31,open,1,synthetic,260,8.6667,1,5,0.8752,4.92,112.0
AB2A7731,Platform Engineer,Director,Helix Intelligence,Retail,"Chicago, IL",27-02-2026,1,1,1,0.2081,1.33,2.2857,0.0333,0.4375,9,closed,0,synthetic,1,0.0333,1,1,0.2081,1.33,2.2857
A59EB247,HR Generalist,Principal,Vector Global,Technology,"Miami, FL",23-02-2026,5,0,1,0.1926,1.17,1.5556,0.1667,0.6429,5,closed,0,synthetic,5,0.1667,0,1,0.1926,1.17,1.5556
BCDD795A,Security Engineer,Junior,Monolith Solutions,Consulting,"Los Angeles, CA",13-07-2025,230,1,5,0.9671,3.92,94.0,7.6667,0.0,32,open,1,synthetic,230,7.6667,1,5,0.9671,3.92,94.0
8F8A90F6,Software Engineer,Intern,Pulse Technologies,Media,"Boston, MA",26-08-2025,186,1,11,0.6564,3.0,12.0,6.2,0.0833,32,open,1,synthetic,186,6.2,1,11,0.6564,3.0,12.0
A0E61A8E,Business Analyst,Senior,Apex Digital,Media,"Los Angeles, CA",08-02-2026,20,0,1,0.1524,1.0,0.6,0.6667,1.0,3,open,0,synthetic,20,0.6667,0,1,0.1524,1.0,0.6
77B2A6F9,UX Designer,Mid-level,Ionic Consulting,Finance,"Denver, CO",08-06-2025,265,1,7,0.935,2.17,6.5,8.8333,0.1538,27,open,1,synthetic,265,8.8333,1,7,0.935,2.17,6.5
DFBBF7A1,Cloud Architect,Junior,Arch Dynamics,Healthcare,"Austin, TX",03-02-2026,25,0,0,0.1214,1.67,0.8696,0.8333,1.0,3,closed,0,synthetic,25,0.8333,0,0,0.1214,1.67,0.8696
D126874C,Full Stack Developer,Principal,Flux Partners,Technology,"London, UK",16-01-2026,43,1,1,0.0616,1.5,2.25,1.4333,0.4444,2,open,0,synthetic,43,1.4333,1,1,0.0616,1.5,2.25
BE639DCD,ML Engineer,Principal,Cascade Works,Logistics,"Dallas, TX",23-03-2025,342,0,4,0.7751,1.33,5.3333,11.4,0.1875,30,open,1,synthetic,342,11.4,0,4,0.7751,1.33,5.3333
8D41A38B,Cloud Architect,Director,Luminary Systems,Consulting,"Boston, MA",18-02-2026,10,0,0,0.1467,0.92,2.2,0.3333,0.4545,2,closed,0,synthetic,10,0.3333,0,0,0.1467,0.92,2.2
D2671467,Technical Lead,Mid-level,Cascade Analytics,Education,"Atlanta, GA",28-04-2025,306,0,4,0.8289,1.33,4.0,10.2,0.25,24,open,1,synthetic,306,10.2,0,4,0.8289,1.33,4.0
B0182AD2,Security Engineer,Director,Prism Labs,Manufacturing,Remote,07-02-2026,21,0,0,0.0815,0.67,0.7273,0.7,1.0,4,closed,0,synthetic,21,0.7,0,0,0.0815,0.67,0.7273
F177FCE6,Marketing Manager,Mid-level,Echo Innovations,Education,"Austin, TX",03-10-2025,148,0,5,0.9465,3.33,13.3333,4.9333,0.215899343,42,open,1,synthetic,148,4.9333,0,5,0.9465,3.33,13.3333
D1DEA5C7,Technical Lead,Junior,Cascade Analytics,Education,"Seattle, WA",17-01-2026,63,0,3,0.251104669,1.58,3.8,2.1,0.2632,7,open,0,synthetic,63,2.1,0,3,0.251104669,1.58,3.8
6FB99FDB,Platform Engineer,Intern,Vector Analytics,Finance,"Dallas, TX",23-06-2025,250,1,8,0.7451,1.83,7.3333,8.3333,0.1364,34,open,1,synthetic,250,8.3333,1,8,0.7451,1.83,7.3333
A627D153,Marketing Manager,Lead,Kore Innovations,Consulting,"Austin, TX",12-02-2026,16,1,1,0.3434,1.08,0.7222,0.5333,1.0,7,closed,0,synthetic,16,0.5333,1,1,0.3434,1.08,0.7222
44A398DB,Security Engineer,Mid-level,Echo Innovations,Education,"Boston, MA",21-11-2025,99,0,12,0.7281,1.83,5.5,3.3,0.1818,43,closed,1,synthetic,99,3.3,0,12,0.7281,1.83,5.5
2C5E399B,Marketing Manager,Director,Forge Global,Logistics,"Chicago, IL",25-12-2025,65,1,9,0.7919,3.92,47.0,2.1667,0.0213,22,open,1,synthetic,65,2.1667,1,9,0.7919,3.92,47.0
F7DDC9D0,Data Engineer,Director,Meridian Capital,Retail,"Los Angeles, CA",14-07-2025,229,0,12,0.9654,1.75,5.25,7.6333,0.1905,40,open,1,synthetic,229,7.6333,0,12,0.9654,1.75,5.25
A8B322D6,Platform Engineer,Director,Flux Labs,Retail,"Seattle, WA",23-01-2026,36,0,1,0.303,1.5,1.0588,1.2,0.9444,7,closed,0,synthetic,36,1.2,0,1,0.303,1.5,1.0588
7CF80698,Scrum Master,Junior,Meridian Collective,Retail,"Dallas, TX",04-06-2025,269,1,5,0.9676,2.75,16.5,8.9667,0.0606,33,open,1,synthetic,269,8.9667,1,5,0.9676,2.75,16.5
47E04500,Security Engineer,Principal,Cipher Intelligence,Education,"Toronto, CA",11-10-2025,140,0,11,0.9457,3.58,21.5,4.6667,0.0465,36,open,1,synthetic,140,4.6667,0,11,0.9457,3.58,21.5
45FF93C5,Security Engineer,Junior,Synapse Collective,Manufacturing,"Austin, TX",30-07-2025,213,0,8,0.9441,2.25,9.0,7.1,0.1111,44,open,1,synthetic,213,7.1,0,8,0.9441,2.25,9.0
D8E3E2BB,Sales Executive,Lead,Quark Consulting,Finance,"Miami, FL",03-02-2026,25,0,1,0.27,1.42,0.68,0.8333,1.0,5,open,0,synthetic,25,0.8333,0,1,0.27,1.42,0.68
63F72D61,Sales Executive,Intern,Axiom Studio,Technology,"Boston, MA",11-02-2026,43,0,3,0.518800613,1.5,0.8571,1.4333,1.0,3,closed,0,synthetic,43,1.4333,0,3,0.518800613,1.5,0.8571
9257F13B,Site Reliability Engineer,Junior,Jade Ventures,Retail,"Los Angeles, CA",26-02-2026,2,1,0,0.0798,0.83,2.0,0.0667,0.5,3,closed,0,synthetic,2,0.0667,1,0,0.0798,0.83,2.0
2B973CAF,HR Generalist,Mid-level,Monolith Studio,Retail,"Seattle, WA",18-04-2025,316,1,9,0.7471,4.92,19.6667,10.5333,0.0508,29,open,1,synthetic,316,10.5333,1,9,0.7471,4.92,19.6667
A3E476D2,Product Manager,Mid-level,Forge Works,Healthcare,"Seattle, WA",03-04-2025,331,1,9,0.8247,2.58,62.0,11.0333,0.0,27,open,1,synthetic,331,11.0333,1,9,0.8247,2.58,62.0
E690FFBC,Scrum Master,Director,Grid Systems,Retail,Remote,18-11-2025,102,0,7,0.7832,4.08,49.0,3.4,0.0204,29,open,1,synthetic,102,3.4,0,7,0.7832,4.08,49.0
A7C08AED,Full Stack Developer,Junior,Catalyst Platforms,Media,"Berlin, DE",15-01-2026,44,0,1,0.2977,0.33,0.2105,1.4667,1.0,5,closed,0,synthetic,44,1.4667,0,1,0.2977,0.33,0.2105
FD8243F8,Operations Manager,Director,Ionic Partners,Retail,"Chicago, IL",08-11-2025,112,1,11,0.9548,3.92,94.0,3.7333,0.0,33,open,1,synthetic,112,3.7333,1,11,0.9548,3.92,94.0
1F90F5A2,Software Engineer,Principal,Helix Global,Finance,"Boston, MA",10-11-2025,110,1,6,0.8039,3.92,15.6667,3.6667,0.0638,16,open,1,synthetic,110,3.6667,1,6,0.8039,3.92,15.6667
5D2CFD62,Data Analyst,Director,Arch Group,Manufacturing,"Phoenix, AZ",08-09-2025,173,0,9,0.812,3.17,38.0,5.7667,0.0263,32,open,1,synthetic,173,5.7667,0,9,0.812,3.17,38.0
A4C1F272,Platform Engineer,Senior,Catalyst Studio,Logistics,"Chicago, IL",08-10-2025,143,0,5,0.8931,1.92,7.6667,4.7667,0.1304,39,open,1,synthetic,143,4.7667,0,5,0.8931,1.92,7.6667
6C77B5B6,Frontend Developer,Lead,Helix Labs,Media,"Seattle, WA",15-01-2026,44,1,0,0.1029,0.75,0.6429,1.4667,1.0,7,open,0,synthetic,44,1.4667,1,0,0.1029,0.75,0.6429
FC254193,Cloud Architect,Senior,Forge Partners,Manufacturing,"Phoenix, AZ",28-01-2026,31,0,0,0.1524,1.67,4.0,1.0333,0.25,9,open,0,synthetic,31,1.0333,0,0,0.1524,1.67,4.0
7FA063E3,Operations Manager,Intern,Monolith Studio,Retail,"Toronto, CA",27-12-2025,63,0,6,0.692,2.33,28.0,2.1,0.0357,41,open,1,synthetic,63,2.1,0,6,0.692,2.33,28.0
9FF1DB70,HR Generalist,Intern,Orion Systems,Healthcare,"Miami, FL",28-05-2025,276,1,12,0.9612,4.17,100.0,9.2,0.0,17,open,1,synthetic,276,9.2,1,12,0.9612,4.17,100.0
C7E66911,Site Reliability Engineer,Lead,Neon Partners,Healthcare,"Seattle, WA",03-12-2025,87,0,6,0.7282,2.0,6.0,2.9,0.1667,19,open,1,synthetic,87,2.9,0,6,0.7282,2.0,6.0
AAACE09C,Full Stack Developer,Mid-level,Ionic Analytics,Manufacturing,"Seattle, WA",03-03-2025,362,0,10,0.6522,2.25,6.75,12.0667,0.1481,36,open,1,synthetic,362,12.0667,0,10,0.6522,2.25,6.75
9B7D3922,Scrum Master,Principal,Helix Networks,Consulting,"Chicago, IL",23-02-2026,5,0,0,0.1368,0.5,0.6667,0.1667,1.0,9,closed,0,synthetic,5,0.1667,0,0,0.1368,0.5,0.6667
BDB1939D,Platform Engineer,Director,Pulse Collective,Manufacturing,"Austin, TX",31-08-2025,181,0,4,0.6717,2.17,8.6667,6.0333,0.1154,26,open,1,synthetic,181,6.0333,0,4,0.6717,2.17,8.6667
B0B660AD,Cloud Architect,Junior,Cascade Works,Logistics,"Los Angeles, CA",14-10-2025,137,0,10,0.9326,4.58,110.0,4.5667,0.0,19,open,1,synthetic,137,4.5667,0,10,0.9326,4.58,110.0
F72665D1,Software Engineer,Principal,Meridian Capital,Retail,"Berlin, DE",06-10-2025,145,0,4,0.6946,3.92,11.75,4.8333,0.0851,45,open,1,synthetic,145,4.8333,0,4,0.6946,3.92,11.75
5328981A,Security Engineer,Junior,Helix Works,Consulting,"Dallas, TX",10-10-2025,141,0,10,0.7046,2.92,17.5,4.7,0.203957891,13,open,1,synthetic,141,4.7,0,10,0.7046,2.92,17.5
AB40FF44,Site Reliability Engineer,Intern,Nexus Dynamics,Media,"Chicago, IL",05-07-2025,238,0,10,0.68,4.67,14.0,7.9333,0.0714,16,open,1,synthetic,238,7.9333,0,10,0.68,4.67,14.0
9676CDF5,DevOps Engineer,Lead,Synapse Collective,Manufacturing,"Phoenix, AZ",04-04-2025,330,0,6,0.729,3.75,15.0,11.0,0.0667,26,open,1,synthetic,330,11.0,0,6,0.729,3.75,15.0
E2235011,Full Stack Developer,Intern,Meridian Collective,Retail,"Toronto, CA",22-10-2025,129,0,7,0.8041,3.33,20.0,4.3,0.05,37,open,1,synthetic,129,4.3,0,7,0.8041,3.33,20.0
9A917F33,DevOps Engineer,Junior,Helix Studio,Media,"London, UK",08-02-2026,20,0,0,0.0831,1.5,0.9474,0.6667,1.0,9,closed,0,synthetic,20,0.6667,0,0,0.0831,1.5,0.9474
2522BD4F,Software Engineer,Intern,Forge Works,Healthcare,"Toronto, CA",03-12-2025,87,0,4,0.7035,4.83,112.0,2.9,0.0,16,open,1,synthetic,87,2.9,0,4,0.7035,4.83,112.0
85B09DD8,Full Stack Developer,Senior,Apex Digital,Media,"Dallas, TX",23-02-2026,5,0,0,0.2996,1.25,0.7895,0.1667,1.0,3,closed,0,synthetic,5,0.1667,0,0,0.2996,1.25,0.7895
1252B7A9,Marketing Manager,Junior,Pinnacle Studio,Consulting,"Berlin, DE",20-08-2025,192,0,11,0.7282,2.17,13.0,6.4,0.0769,29,open,1,synthetic,192,6.4,0,11,0.7282,2.17,13.0
4EA31CF7,Cloud Architect,Lead,Grid Systems,Retail,"Dallas, TX",23-04-2025,311,1,3,0.7286,2.83,8.5,10.3667,0.1176,10,open,1,synthetic,311,10.3667,1,3,0.7286,2.83,8.5
B7F989C3,Data Engineer,Mid-level,Nexus Dynamics,Media,"Austin, TX",01-10-2025,150,1,12,0.7671,2.42,14.5,5.0,0.217183646,21,closed,1,synthetic,150,5.0,1,12,0.7671,2.42,14.5
E5DF122C,Operations Manager,Mid-level,Axiom Studio,Technology,"Atlanta, GA",28-07-2025,215,0,8,0.7704,3.17,12.6667,7.1667,0.188903982,34,open,1,synthetic,215,7.1667,0,8,0.7704,3.17,12.6667
71626C08,Platform Engineer,Intern,Stellar Global,Consulting,"Los Angeles, CA",17-02-2026,11,0,0,0.195,1.08,0.8667,0.3667,1.0,1,closed,0,synthetic,11,0.3667,0,0,0.195,1.08,0.8667
C87053FF,Sales Executive,Principal,Cascade Analytics,Education,"Miami, FL",15-01-2026,62,0,2,0.415320317,0.67,0.5714,2.0667,1.0,6,open,0,synthetic,62,2.0667,0,2,0.415320317,0.67,0.5714
6B87E3BA,Financial Analyst,Mid-level,Ionic Analytics,Manufacturing,"Seattle, WA",20-05-2025,284,0,12,0.9365,3.5,42.0,9.4667,0.0238,25,open,1,synthetic,284,9.4667,0,12,0.9365,3.5,42.0
5DB922F1,Sales Executive,Intern,Helix Labs,Media,"Chicago, IL",27-02-2026,1,0,1,0.1732,1.42,0.7083,0.0333,1.0,3,open,0,synthetic,1,0.0333,0,1,0.1732,1.42,0.7083
B6A37074,Security Engineer,Mid-level,Jade Systems,Finance,"Dallas, TX",18-07-2025,225,0,4,0.7946,3.33,10.0,7.5,0.1,22,open,1,synthetic,225,7.5,0,4,0.7946,3.33,10.0
1C0FBBA7,Backend Developer,Intern,Helix Labs,Media,Remote,22-02-2026,6,0,1,0.0333,0.58,1.4,0.2,0.7143,9,closed,0,synthetic,6,0.2,0,1,0.0333,0.58,1.4
A0AA4B3A,Security Engineer,Mid-level,Helix Works,Consulting,"New York, NY",14-03-2025,351,0,7,0.864,3.5,21.0,11.7,0.0476,42,open,1,synthetic,351,11.7,0,7,0.864,3.5,21.0
3D5F1B2B,Product Manager,Junior,Zenith Dynamics,Healthcare,"London, UK",24-01-2026,35,0,1,0.2994,0.83,0.5882,1.1667,1.0,5,open,0,synthetic,35,1.1667,0,1,0.2994,0.83,0.5882
4304F28C,UX Designer,Lead,Axiom Labs,Logistics,"Los Angeles, CA",25-08-2025,187,0,6,0.907,2.83,68.0,6.2333,0.0,30,open,1,synthetic,187,6.2333,0,6,0.907,2.83,68.0
96C934E1,Frontend Developer,Director,Blaze Capital,Healthcare,"San Francisco, CA",17-02-2026,11,0,0,0.2559,1.25,1.6667,0.3667,0.6,8,open,0,synthetic,11,0.3667,0,0,0.2559,1.25,1.6667
16D516D4,Software Engineer,Junior,Ridge Studio,Media,"Phoenix, AZ",26-02-2026,2,0,1,0.0677,1.58,1.0556,0.0667,0.9474,2,closed,0,synthetic,2,0.0667,0,1,0.0677,1.58,1.0556
F50CB304,Business Analyst,Mid-level,Ionic Platforms,Education,"Boston, MA",11-04-2025,323,0,10,0.8519,4.17,50.0,10.7667,0.02,23,open,1,synthetic,323,10.7667,0,10,0.8519,4.17,50.0
CCFEB381,Scrum Master,Intern,Synapse Global,Media,"San Francisco, CA",31-08-2025,181,1,6,0.9968,4.33,104.0,6.0333,0.0,10,open,1,synthetic,181,6.0333,1,6,0.9968,4.33,104.0
C0244119,Data Analyst,Senior,Apex Group,Retail,"Berlin, DE",22-07-2025,221,0,4,0.6779,2.5,10.0,7.3667,0.1,45,open,1,synthetic,221,7.3667,0,4,0.6779,2.5,10.0
FF917288,Financial Analyst,Intern,Cipher Intelligence,Education,"New York, NY",14-06-2025,259,0,10,0.775,4.58,18.3333,8.6333,0.0545,14,open,1,synthetic,259,8.6333,0,10,0.775,4.58,18.3333
96B0911E,HR Generalist,Intern,Nova Dynamics,Technology,"Seattle, WA",08-02-2026,20,0,1,0.1293,0.33,0.2857,0.6667,1.0,4,open,0,synthetic,20,0.6667,0,1,0.1293,0.33,0.2857
A8864D72,Data Scientist,Senior,Echo Analytics,Media,Remote,18-02-2026,10,0,0,0.1618,0.75,0.375,0.3333,1.0,8,open,0,synthetic,10,0.3333,0,0,0.1618,0.75,0.375
D2D13DBA,Data Scientist,Lead,Ionic Consulting,Finance,"Dallas, TX",04-02-2026,46,0,2,0.562194274,0.92,0.7857,1.5333,1.0,10,closed,0,synthetic,46,1.5333,0,2,0.562194274,0.92,0.7857
FD3FCB9D,Marketing Manager,Senior,Axiom Studio,Technology,"Phoenix, AZ",01-02-2026,43,0,2,0.339608303,1.58,0.8261,1.4333,1.0,6,open,0,synthetic,43,1.4333,0,2,0.339608303,1.58,0.8261
87153A73,Product Manager,Lead,Catalyst Partners,Healthcare,"Toronto, CA",20-02-2026,8,0,1,0.237,1.67,1.1765,0.2667,0.85,9,closed,0,synthetic,8,0.2667,0,1,0.237,1.67,1.1765
51863A63,UX Designer,Intern,Helix Labs,Media,"San Francisco, CA",09-02-2026,19,0,1,0.1312,1.58,1.1176,0.6333,0.8947,2,closed,0,synthetic,19,0.6333,0,1,0.1312,1.58,1.1176
52AB023E,QA Engineer,Principal,Pinnacle Studio,Consulting,"Boston, MA",03-09-2025,178,1,10,0.9559,2.58,10.3333,5.9333,0.0968,28,open,1,synthetic,178,5.9333,1,10,0.9559,2.58,10.3333
FE3D3A0A,UX Designer,Principal,Grid Studio,Logistics,"Boston, MA",08-02-2026,20,0,1,0.1311,0.33,0.4,0.6667,1.0,9,open,0,synthetic,20,0.6667,0,1,0.1311,0.33,0.4
A2CC0FA9,Data Engineer,Senior,Jade Ventures,Retail,"Chicago, IL",03-02-2026,25,0,0,0.0937,1.58,0.9048,0.8333,1.0,6,closed,0,synthetic,25,0.8333,0,0,0.0937,1.58,0.9048
9032210C,Cloud Architect,Principal,Vortex Networks,Consulting,"Phoenix, AZ",12-02-2026,16,1,0,0.2424,0.17,0.1818,0.5333,1.0,7,open,0,synthetic,16,0.5333,1,0,0.2424,0.17,0.1818
E57362B5,Sales Executive,Intern,Horizon Collective,Logistics,"Chicago, IL",22-01-2026,37,0,1,0.2468,0.17,0.1667,1.2333,1.0,10,closed,0,synthetic,37,1.2333,0,1,0.2468,0.17,0.1667
23E5C3FE,Marketing Manager,Junior,Ridge Studio,Media,"Atlanta, GA",07-02-2026,21,0,1,0.2621,1.17,0.56,0.7,1.0,2,closed,0,synthetic,21,0.7,0,1,0.2621,1.17,0.56
35886591,Platform Engineer,Junior,Zenith Studio,Consulting,"London, UK",18-02-2026,10,0,1,0.0361,1.17,0.7,0.3333,1.0,8,open,0,synthetic,10,0.3333,0,1,0.0361,1.17,0.7
A4DD6E7E,Product Manager,Junior,Catalyst Studio,Logistics,"Los Angeles, CA",15-04-2025,319,1,12,0.6921,4.0,96.0,10.6333,0.085839035,41,open,1,synthetic,319,10.6333,1,12,0.6921,4.0,96.0
E80F726D,ML Engineer,Principal,Vector Analytics,Finance,"Toronto, CA",07-08-2025,205,1,12,0.8392,2.08,50.0,6.8333,0.0,13,open,1,synthetic,205,6.8333,1,12,0.8392,2.08,50.0
